airport_name,airport_code,city_code,city_name,country_name
Stebbins,WBB,WBB,Stebbins,United States
Befandriana,WBD,WBD,Befandriana,Madagascar
Bealanana,WBE,WBE,Bealanana,Madagascar
Wapenamanda Airport,WBM,WBM,Wapenamanda,Papua New Guinea
Beroroha,WBO,WBO,Beroroha,Madagascar
Beaver Airport,WBQ,WBQ,Beaver,United States
Woodring Municipal,WDG,WDG,Enid,United States
Hosea Kutako International Airport,WDH,WDH,Windhoek,Namibia
Wedau,WED,WED,Wedau,Papua New Guinea
Weihai Airport,WEH,WEH,Weihai,China
Weipa Airport,WEI,WEI,Weipa,Australia
Welkom,WEL,WEL,Welkom,South Africa
Wagethe,WET,WET,Wagethe,Indonesia
Fianarantsoa Airport,WFI,WFI,Fianarantsoa,Madagascar
Wagga Wagga City Airport,WGA,WGA,Wagga Wagga,Australia
Umbu Mehang Kunda Airport,WGP,WGP,Waingapu,Indonesia
Wangaratta Airport,WGT,WGT,Wangaratta,Australia
Whakatane Airport,WHK,WHK,Whakatane,New Zealand
Welshpool,WHL,WHL,Welshpool,Australia
Wick Airport,WIC,WIC,Wick,United Kingdom
Winton Airport,WIN,WIN,Winton,Australia
Vienna Shutlebus,WIS,WIS,Vienna,Austria
Woja,WJA,WJA,Woja,Marshall Islands
Wajir Airport,WJR,WJR,Wajir,Kenya
Wanaka Airport,WKA,WKA,Wanaka,New Zealand
Wakkanai Airport,WKJ,WKJ,Wakkanai,Japan
Aleknagik / New Airport,WKK,WKK,Aleknagik,United States
Abaco I Walker C Airport,WKR,WKR,Walker's Cay,Bahamas
Labouchere Bay,WLB,WLB,Labouchere Bay,United States
Wellington International Airport,WLG,WLG,Wellington,New Zealand
Walaha Airport,WLH,WLH,Walaha,Vanuatu
Selawik Airport,WLK,WLK,Selawik,United States
Waltham,WLM,WLM,Waltham,United States
Hihifo Airport,WLS,WLS,Wallis Island,Wallis & Futuna Islands
Mandritsara Airport,WMA,WMA,Mandritsara,Madagascar
Mandabe,WMD,WMD,Mandabe,Madagascar
Ozark Regional Airport,WMH,WMH,Mountain Home,United States
Modlin Airport,WMI,WMI,Nowy Dwor Mazowiecki,Poland
Malaimbandy,WML,WML,Malaimbandy,Madagascar
Maroantsetra Airport,WMN,WMN,Maroantsetra,Madagascar
White Mountain Airport,WMO,WMO,White Mountain,United States
Mananara Nord Airport,WMR,WMR,Mananara,Madagascar
Wamena Airport,WMX,WMX,Wamena,Indonesia
Naga Airport,WNP,WNP,Naga,Philippines
Windorah Airport,WNR,WNR,Windorah,Australia
Shaheed Benazirabad Airport,WNS,WNS,Nawabshah,Pakistan
Wenzhou Longwan International Airport,WNZ,WNZ,Wenzhou,China
Wang an Airport,WOT,WOT,Wonan,Taiwan
Port Berge Airport,WPB,WPB,Port Berge,Madagascar
Wipim,WPM,WPM,Wipim,Papua New Guinea
Warder,WRA,WRA,Warder,Ethiopia
Whangarei Airport,WRE,WRE,Whangarei,New Zealand
Worland Municipal Airport,WRL,WRL,Worland,United States
Copernicus Wroclaw Airport,WRO,WRO,Wroclaw,Poland
Warrawagine Station,WRW,WRW,Warrawagine,Australia
Westray Airport,WRY,WRY,Westray,United Kingdom
South Naknek Nr 2 Airport,WSN,WSN,South Naknek,United States
Westerly State Airport,WST,WST,Westerly,United States
Wasu,WSU,WSU,Wasu,Papua New Guinea
Westsound,WSX,WSX,Westsound,United States
Whitsunday Island Airport,WSY,WSY,Airlie Beach,Australia
Westport Airport,WSZ,WSZ,Westport,New Zealand
Tambohorano Airport,WTA,WTA,Tambohorano,Madagascar
Bahamas  West End Airport,WTD,WTD,West End,Bahamas
Wotje Island,WTE,WTE,Wotje Island,Marshall Islands
Noatak Airport,WTK,WTK,Noatak,United States
Tuntutuliak,WTL,WTL,Tuntutuliak,United States
Wotho Island,WTO,WTO,Wotho Island,Marshall Islands
Tsiroanomandidy Airport,WTS,WTS,Tsiroanomandidy,Madagascar
Wau,WUG,WUG,Wau,Papua New Guinea
Wuhan Tianhe International Airport,WUH,WUH,Wuhan,China
Wiluna Airport,WUN,WUN,Wiluna,Australia
Wuvulu Is,WUV,WUV,Wuvulu Island,Papua New Guinea
Sunan Shuofang International Airport,WUX,WUX,Wuxi,China
Walvis Bay Airport,WVB,WVB,Walvis Bay,Namibia
Manakara Airport,WVK,WVK,Manakara,Madagascar
Wasilla Airport,WWA,WWA,Wasilla,United States
Cape May County Airport,WWD,WWD,Wildwood,United States
Wewak International Airport,WWK,WWK,Wewak,Papua New Guinea
Whale Pass,WWP,WWP,Whale Pass,United States
Newtok,WWT,WWT,Newtok,United States
West Wyalong Airport,WWY,WWY,West Wyalong,Australia
Whyalla Airport,WYA,WYA,Whyalla,Australia
Yengema Airport,WYE,WYE,Yengema,Sierra Leone
Yellowstone Airport,WYS,WYS,West Yellowstone,United States
Serafin Enoss Bertaso Airport,XAP,XAP,Chapeco,Brazil
Bearskin Lake Airport,XBE,XBE,Bearskin Lake,Canada
Buno Bedelle,XBL,XBL,Buno Bedelle,Ethiopia
Biniguni,XBN,XBN,Biniguni,Papua New Guinea
Boulsa Airport,XBO,XBO,Boulsa,Burkina Faso
Christmas Island Airport,XCH,XCH,Christmas Island,Christmas Islands
Vernouillet,XDR,XDR,Dreux,France
Strasbourg Bus Station,XER,XER,Strasbourg,France
Flagler County Airport,XFL,XFL,Shawinigan,Canada
Hamburg Finkenwerder Airport,XFW,XFW,Finkenwerder,Germany
Gaoua,XGA,XGA,Gaoua,Burkina Faso
Gorom Gorom,XGG,XGG,Gorom Gorom,Burkina Faso
Xangongo Airport,XGN,XGN,Xangongo,Angola
Kangiqsualujjuaq (Georges River) Airport,XGR,XGR,Kangiqsualujjuaq,Canada
Toulon Hyeres Airport,TLN,XHE,Hyeres,France
Batum  Hopa Airport,XHQ,XHQ,Hopa,Turkey
Xinguera,XIG,XIG,Xinguera,Brazil
Xilinhot Airport,XIL,XIL,Xilinhot,China
Leipzig Hauptbahnhof,XIT,XIT,Leipzig,Germany
Valladolid Bus Station,XJN,XJN,Valladolid BusStation,Spain
Kantchari,XKA,XKA,Kantchari,Burkina Faso
Xieng Khouang Airport,XKH,XKH,Xieng Khouang,Lao People's Democratic Republic
Kasabonika Airport,XKS,XKS,Kasabonika,Canada
Lac Brochet Airport,XLB,XLB,Lac Brochet,Canada
Saint Louis Airport,XLS,XLS,St Louis,Senegal
Mallacoota Airport,XMC,XMC,Mallacoota,Australia
Manihi Airport,XMH,XMH,Manihi,French Polynesia
Xiamen Gaoqi International Airport,XMN,XMN,Xiamen,China
Coronel E Carvajal Airport,XMS,XMS,Macas,Ecuador
Yam Island Airport,XMY,XMY,Yam Island,Australia
Northwest Arkansas Regional Airport,XNA,XNA,NW Arkansas,United States
Xining Caojiabu Airport,XNN,XNN,Xining,China
Nouna,XNU,XNU,Nouna,Burkina Faso
Madrid Atocha Railway Station,XOC,XOC,Madrid,Spain
Pukatawagan Airport,XPK,XPK,Pukatawagan,Canada
Santa Justa Railway St,XQA,XQA,SEVILLA,France
Quepos Managua Airport,XQP,XQP,Quepos,Costa Rica
Qualicum,XQU,XQU,Qualicum,Canada
Ross River Airport,XRR,XRR,Ross River,Canada
Jerez Airport,XRY,XRY,Jerez,Spain
South Caicos Airport,XSC,XSC,South Caicos,Turcs & Caicos Islands
South Indian Lake Airport,XSI,XSI,South Indian Lake,Canada
Tadoule Lake Airport,XTL,XTL,Tadoule Lake,Canada
Venice Mestre Train Station,XVY,XVY,Venice,Italy
Strasbourg Railway Station,XWG,XWG,Strasbourg,France
Cascais Aerodrome,XXC,XXC,Cascais,Portugal
Yandina Airport,XYA,XYA,Yandina,Solomon Islands
Avignon Tgv Train Station,XZN,XZN,Avignon,France
Gare De Toulon,XZV,XZV,Toulon,France
Anahim Lake Airport,YAA,YAA,Anahim Lake,Canada
Old Arctic Bay Airport,YAB,YAB,Arctic Bay,Canada
Cat Lake Airport,YAC,YAC,Cat Lake,Canada
Fort Frances Municipal Airport,YAG,YAG,Fort Frances,Canada
Yakutat Airport,YAK,YAK,Yakutat,United States
Alert Bay Airport,YAL,YAL,Alert Bay,Canada
Sault Ste Marie Airport,YAM,YAM,Sault Ste Marie,Canada
Yaounde Nsimalen International Airport,NSI,YAO,Yaounde,Cameroon
Yaounde Airport,YAO,YAO,Yaounde,Cameroon
Yap International Airport,YAP,YAP,Yap,Micronesia
Attawapiskat Airport,YAT,YAT,Attawapiskat,Canada
St. Anthony Airport,YAY,YAY,St Anthony,Canada
Baie Comeau Airport,YBC,YBC,Baie Comeau,Canada
Uranium City Airport,YBE,YBE,Uranium City,Canada
CFB Bagotville,YBG,YBG,Bagotville,Canada
Black Tickle Airport,YBI,YBI,Black Tickle,Canada
Baie Johan Beetz,YBJ,YBJ,Baie Johan Beetz,Canada
Campbell River Airport,YBL,YBL,Campbell River,Canada
Bronson Creek,YBM,YBM,Bronson Creek,Canada
Brandon Municipal Airport,YBR,YBR,Brandon,Canada
Brochet Airport,YBT,YBT,Brochet,Canada
Berens River Airport,YBV,YBV,Berens River,Canada
Lourdes de Blanc Sablon Airport,YBX,YBX,Blanc Sablon,Canada
Cambridge Bay Airport,YCB,YCB,Cambridge Bay,Canada
Nanaimo Airport,YCD,YCD,Nanaimo,Canada
Castlegar/West Kootenay Regional Airport,YCG,YCG,Castlegar,Canada
Miramichi Airport,YCH,YCH,Miramichi,Canada
Colville Lake Airport,YCK,YCK,Colville Lake,Canada
Charlo Airport,YCL,YCL,Charlo,Canada
Cochrane Airport,YCN,YCN,Cochrane,Canada
Kugluktuk Airport,YCO,YCO,Coppermine,Canada
Chetwynd Airport,YCQ,YCQ,Chetwynd,Canada
Cross Lake (Charlie Sinclair Memorial) Airport,YCR,YCR,Cross Lake,Canada
Chesterfield Inlet Airport,YCS,YCS,Chesterfield Inle,Canada
Cartierville,YCV,YCV,Cartierville,Canada
Clyde River Airport,YCY,YCY,Clyde River,Canada
Dawson City Airport,YDA,YDA,Dawson City,Canada
Paradise River,YDE,YDE,Paradise River,Canada
Deer Lake Airport,YDF,YDF,Deer Lake,Canada
Davis Inlet,YDI,YDI,Davis Inlet,Canada
Dease Lake Airport,YDL,YDL,Dease Lake,Canada
Dauphin Barker Airport,YDN,YDN,Dauphin,Canada
Dolbeau St Felicien Airport,YDO,YDO,Dolbeau,Canada
Nain Airport,YDP,YDP,Nain,Canada
Dawson Creek Airport,YDQ,YDQ,Dawson Creek,Canada
Edmonton International Airport,YEG,YEA,Edmonton,Canada
Edmonton City Centre (Blatchford Field) Airport,YXD,YEA,Edmonton,Canada
Yecheon Airbase,YEC,YEC,Yechon,South Korea
Bursa Yenisehir Airport,YEI,YEI,Ennadai Lake,Canada
Arviat Airport,YEK,YEK,Eskimo Point,Canada
Elliot Lake Municipal Airport,YEL,YEL,Elliot Lake,Canada
Fort Severn Airport,YER,YER,Fort Severn,Canada
Inuvik Mike Zubko Airport,YEV,YEV,Inuvik,Canada
Fort Albany Airport,YFA,YFA,Fort Albany,Canada
Iqaluit Airport,YFB,YFB,Iqaluit,Canada
Fredericton Airport,YFC,YFC,Fredericton,Canada
Fort Hope Airport,YFH,YFH,Fort Hope,Canada
Flin Flon Airport,YFO,YFO,Flin Flon,Canada
Fort Resolution Airport,YFR,YFR,Fort Resolution,Canada
Fort Simpson Airport,YFS,YFS,Fort Simpson,Canada
St. Lewis (Fox Harbour) Airport,YFX,YFX,Fox Harbour,Canada
Texada Gillies Bay Airport,YGB,YGB,Gillies Bay,Canada
Fort Good Hope Airport,YGH,YGH,Fort Good Hope,Canada
Miho Yonago Airport,YGJ,YGJ,Yonago,Japan
Kingston Norman Rogers Airport,YGK,YGK,Kingston,Canada
La Grande Riviere Airport,YGL,YGL,La Grande,Canada
Gods Lake Narrows Airport,YGO,YGO,Gods Narrows,Canada
Gaspe (Michel Pouliot) Airport,YGP,YGP,Gaspe,Canada
Geraldton Greenstone Regional Airport,YGQ,YGQ,Geraldton,Canada
iles de la Madeleine Airport,YGR,YGR,Iles De La Madele,Canada
Igloolik Airport,YGT,YGT,Igloolik,Canada
Havre St Pierre Airport,YGV,YGV,Havre St Pierre,Canada
Kuujjuarapik Airport,YGW,YGW,Kuujjuarapik,Canada
Gillam Airport,YGX,YGX,Gillam,Canada
Grise Fiord Airport,YGZ,YGZ,Grise Fiord,Canada
Port Hope Simpson Airport,YHA,YHA,Port Hope Simpson,Canada
Dryden Regional Airport,YHD,YHD,Dryden,Canada
Hearst Rene Fontaine Municipal Airport,YHF,YHF,Hearst,Canada
Ulukhaktok Holman Airport,YHI,YHI,Holman,Canada
Gjoa Haven Airport,YHK,YHK,Gjoa Haven,Canada
John C. Munro Hamilton International Airport,YHM,YHM,Hamilton,Canada
Hornepayne Municipal Airport,YHN,YHN,Hornepayne,Canada
Hopedale Airport,YHO,YHO,Hopedale,Canada
Poplar Hill Airport,YHP,YHP,Poplar Hill,Canada
Chevery Airport,YHR,YHR,Chevery,Canada
Sechelt,YHS,YHS,Sechelt,Canada
Shearwater,YAW,YHZ,Halifax,Canada
Halifax / Stanfield International Airport,YHZ,YHZ,Halifax,Canada
Atikokan Municipal Airport,YIB,YIB,Atikokan,Canada
St Augustin Airport,YIF,YIF,Pakuashipi,Canada
Yichang Sanxia Airport,YIH,YIH,Yichang,China
Ivujivik Airport,YIK,YIK,Ivujivik,Canada
Pond Inlet Airport,YIO,YIO,Pond Inlet,Canada
Island Lake Airport,YIV,YIV,Island Lk Garden,Canada
Yiwu Airport,YIW,YIW,Yiwu,China
Barcelona Sants Train Station,YJB,YJB,Barcelona,Spain
St Jean Airport,YJN,YJN,St Jean,Canada
Stephenville Airport,YJT,YJT,Stephenville,Canada
Kamloops Airport,YKA,YKA,Kamloops,Canada
Waterloo Airport,YKF,YKF,Kitchener,Canada
Kangirsuk Airport,YKG,YKG,Kangirsuk,Canada
Schefferville Airport,YKL,YKL,Schefferville,Canada
Yakima Air Terminal McAllister Field,YKM,YKM,Yakima,United States
Chan Gurney Municipal Airport,YKN,YKN,Yankton,United States
Hakkari Yuksekova Airport,YKO,YKO,Yuksekova,Turkey
Waskaganish Airport,YKQ,YKQ,Waskaganish,Canada
Yakutsk Airport,YKS,YKS,Yakutsk,Russian Federation
Klemtu,YKT,YKT,Klemtu,Canada
Chisasibi Airport,YKU,YKU,Chisasibi,Canada
Kirkland Lake Airport,YKX,YKX,Kirkland Lake,Canada
Kindersley Airport,YKY,YKY,Kindersley,Canada
Kimmirut Airport,YLC,YLC,Lake Harbour,Canada
Chapleau Airport,YLD,YLD,Chapleau,Canada
Whati Airport,YLE,YLE,Lac La Martre,Canada
Lloydminster Airport,YLL,YLL,Lloydminster,Canada
Leaf Rapids Airport,YLR,YLR,Leaf Rapids,Canada
Kelowna International Airport,YLW,YLW,Kelowna,Canada
Mayo Airport,YMA,YMA,Mayo,Canada
Matane Airport,YME,YME,Matane,Canada
Manitouwadge Airport,YMG,YMG,Manitouwadge,Canada
Marys Harbour Airport,YMH,YMH,Mary's Harbour,Canada
Fort McMurray Airport,YMM,YMM,Fort Mcmurray,Canada
Makkovik Airport,YMN,YMN,Makkovik,Canada
Moosonee Airport,YMO,YMO,Moosonee,Canada
Montreal / Saint Hubert Airport,YHU,YMQ,Montreal,Canada
Montreal International (Mirabel) Airport,YMX,YMQ,Montreal,Canada
Montreal / Pierre Elliott Trudeau International Airport,YUL,YMQ,Montreal,Canada
Moises Benzaquen Rengifo Airport,YMS,YMS,Yurimaguas,Peru
Chapais Airport,YMT,YMT,Chibougamau,Canada
Natashquan Airport,YNA,YNA,Natashquan,Canada
Prince Abdulmohsin Bin Abdulaziz Airport,YNB,YNB,Yanbo,Saudi Arabia
Wemindji Airport,YNC,YNC,Wemindji,Canada
Ottawa / Gatineau Airport,YND,YND,Gatineau,Canada
Norway House Airport,YNE,YNE,Norway House,Canada
Youngstown Warren Regional Airport,YNG,YNG,Youngstown Warren,United States
Points North Landing Airport,YNL,YNL,Points North Land,Canada
Matagami Airport,YNM,YNM,Matagami,Canada
North Spirit Lake Airport,YNO,YNO,North Spirit Lake,Canada
Nemiscau Airport,YNS,YNS,Nemiscau,Canada
Yantai Laishan Airport,YNT,YNT,Yantai,China
Yancheng Airport,YNZ,YNZ,Yancheng,China
Old Crow Airport,YOC,YOC,Old Crow,Canada
Oxford House Airport,YOH,YOH,Oxford House,Canada
High Level Airport,YOJ,YOJ,High Level,Canada
Yola Airport,YOL,YOL,Yola,Nigeria
Yongphulla Airport,YON,YON,Trashigang,Bhutan
Toronto/Oshawa Executive Airport,YOO,YOO,Oshawa,Canada
Rainbow Lake Airport,YOP,YOP,Rainbow Lake,Canada
Ottawa Macdonald Cartier International Airport,YOW,YOW,Ottawa,Canada
Ottawa / Rockcliffe Airport,YRO,YOW,Ottawa,Canada
Prince Albert Glass Field,YPA,YPA,Prince Albert,Canada
Port Alberni,YPB,YPB,Port Alberni,Canada
Paulatuk (Nora Aliqatchialuk Ruben) Airport,YPC,YPC,Paulatuk,Canada
Peace River Airport,YPE,YPE,Peace River,Canada
Inukjuak Airport,YPH,YPH,Inukjuak,Canada
Port Simpson,YPI,YPI,Port Simpson,Canada
Aupaluk Airport,YPJ,YPJ,Aupauluk,Canada
Pickle Lake Airport,YPL,YPL,Pickle Lake,Canada
Pikangikum Airport,YPM,YPM,Pikangikum,Canada
Port Menier Airport,YPN,YPN,Port Menier,Canada
Peterborough Airport,YPQ,YPQ,Peterborough,Canada
Prince Rupert Airport,YPR,YPR,Prince Rupert,Canada
Prince Rupert/Seal Cove Seaplane Base,ZSW,YPR,Prince Rupert,Canada
Powell River Airport,YPW,YPW,Powell River,Canada
Puvirnituq Airport,YPX,YPX,Povungnituk,Canada
Fort Chipewyan Airport,YPY,YPY,Fort Chipewyan,Canada
Muskoka Airport,YQA,YQA,Muskoka,Canada
Quebec Jean Lesage International Airport,YQB,YQB,Quebec,Canada
Quaqtaq Airport,YQC,YQC,Quaqtaq,Canada
The Pas Airport,YQD,YQD,The Pas,Canada
Windsor Airport,YQG,YQG,Windsor,Canada
Watson Lake Airport,YQH,YQH,Watson Lake,Canada
Yarmouth Airport,YQI,YQI,Yarmouth,Canada
Kenora Airport,YQK,YQK,Kenora,Canada
Lethbridge County Airport,YQL,YQL,Lethbridge,Canada
Greater Moncton International Airport,YQM,YQM,Moncton,Canada
Comox Airport,YQQ,YQQ,Comox,Canada
Regina International Airport,YQR,YQR,Regina,Canada
Thunder Bay Airport,YQT,YQT,Thunder Bay,Canada
Grande Prairie Airport,YQU,YQU,Grande Prairie,Canada
Yorkton Municipal Airport,YQV,YQV,Yorkton,Canada
North Battleford Airport,YQW,YQW,North Battleford,Canada
Gander International Airport,YQX,YQX,Gander,Canada
Sydney / J.A. Douglas McCurdy Airport,YQY,YQY,Sydney,Canada
Quesnel Airport,YQZ,YQZ,Quesnel,Canada
Rae Lakes Airport,YRA,YRA,Rae Lakes,Canada
Resolute Bay Airport,YRB,YRB,Resolute,Canada
Dean River,YRD,YRD,Dean River,Canada
Cartwright Airport,YRF,YRF,Cartwright,Canada
Rigolet Airport,YRG,YRG,Rigolet,Canada
Roberval Airport,YRJ,YRJ,Roberval,Canada
Red Lake Airport,YRL,YRL,Red Lake,Canada
Red Sucker Lake Airport,YRS,YRS,Red Sucker Lake,Canada
Rankin Inlet Airport,YRT,YRT,Rankin Inlet,Canada
Sudbury Airport,YSB,YSB,Sudbury,Canada
Squamish Airport,YSE,YSE,Squamish,Canada
Stony Rapids Airport,YSF,YSF,Stony Rapids,Canada
Lutselke Airport,YSG,YSG,Snowdrift,Canada
Saint John Airport,YSJ,YSJ,Saint John,Canada
Sanikiluaq Airport,YSK,YSK,Sanikiluaq,Canada
Fort Smith Airport,YSM,YSM,Fort Smith,Canada
Shuswap Regional Airport,YSN,YSN,Salmon Arm,Canada
Postville Airport,YSO,YSO,Postville,Canada
Marathon Airport,YSP,YSP,Marathon,Canada
Nanisivik Airport,YSR,YSR,Nanisivik,Canada
St. Theresa Point Airport,YST,YST,Ste Therese Point,Canada
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,YSY,YSY,Sachs Harbour,Canada
Pembroke Airport,YTA,YTA,Pembroke,Canada
Hartley Bay,YTB,YTB,Hartley Bay,Canada
Sturdee,YTC,YTC,Sturdee,Canada
Cape Dorset Airport,YTE,YTE,Cape Dorset,Canada
Alma Airport,YTF,YTF,Alma,Canada
Thompson Airport,YTH,YTH,Thompson,Canada
Terrace Bay,YTJ,YTJ,Terrace Bay,Canada
Big Trout Lake Airport,YTL,YTL,Big Trout,Canada
La Macaza / Mont Tremblant International Inc Airport,YTM,YTM,Mont Tremblant,Canada
Buttonville Municipal Airport,YKZ,YTO,Toronto,Canada
Billy Bishop Toronto City Centre Airport,YTZ,YTO,Toronto,Canada
Lester B. Pearson International Airport,YYZ,YTO,Toronto,Canada
Tasiujaq Airport,YTQ,YTQ,Tasiujuaq,Canada
CFB Trenton,YTR,YTR,Trenton,Canada
Timmins/Victor M. Power,YTS,YTS,Timmins,Canada
Tisdale,YTT,YTT,Tisdale,Canada
Telegraph Creek,YTX,YTX,Telegraph Creek,Canada
Tuktoyaktuk Airport,YUB,YUB,Tuktoyaktuk,Canada
Umiujaq Airport,YUD,YUD,Umiujaq,Canada
Kugaaruk Airport,YBB,YUF,Pelly Bay,Canada
Dewline Site,YUF,YUF,Pelly Bay,Canada
Yuma MCAS/Yuma International Airport,YUM,YUM,Yuma,United States
Repulse Bay Airport,YUT,YUT,Repulse Bay,Canada
Hall Beach Airport,YUX,YUX,Hall Beach,Canada
Rouyn Noranda Airport,YUY,YUY,Rouyn,Canada
Prince Said Ibrahim International Airport,HAH,YVA,Moroni,Comoros
Iconi Airport,YVA,YVA,Moroni,Comoros
Bonaventure Airport,YVB,YVB,Bonaventure,Canada
La Ronge Airport,YVC,YVC,La Ronge,Canada
Vernon Airport,YVE,YVE,Vernon,Canada
Qikiqtarjuaq Airport,YVM,YVM,Broughton Island,Canada
Val dOr Airport,YVO,YVO,Val D'Or,Canada
Kuujjuaq Airport,YVP,YVP,Kuujjuaq,Canada
Norman Wells Airport,YVQ,YVQ,Norman Wells,Canada
Vancouver Harbour Water Aerodrome,CXH,YVR,Vancouver,Canada
Boundary Bay Airport,YDT,YVR,Vancouver,Canada
Vancouver International Airport,YVR,YVR,Vancouver,Canada
Buffalo Narrows Airport,YVT,YVT,Buffalo Narrows,Canada
Deer Lake Airport,YVZ,YVZ,Deer Lake,Canada
Kangiqsujuaq (Wakeham Bay) Airport,YWB,YWB,Kangiqsujuaq,Canada
Winnipeg / James Armstrong Richardson International Airport,YWG,YWG,Winnipeg,Canada
Deline Airport,YWJ,YWJ,Fort Franklin,Canada
Wabush Airport,YWK,YWK,Wabush,Canada
Williams Lake Airport,YWL,YWL,Williams Lake,Canada
Webequie Airport,YWP,YWP,Webequie,Canada
Whistler/Green Lake Water Aerodrome,YWS,YWS,Whistler,Canada
Wrigley Airport,YWY,YWY,Wrigley,Canada
Cranbrook/Canadian Rockies International Airport,YXC,YXC,Cranbrook,Canada
Saskatoon John G. Diefenbaker International Airport,YXE,YXE,Saskatoon,Canada
Medicine Hat Airport,YXH,YXH,Medicine Hat,Canada
Fort St John Airport,YXJ,YXJ,Fort St John,Canada
Rimouski Airport,YXK,YXK,Rimouski,Canada
Sioux Lookout Airport,YXL,YXL,Sioux Lookout,Canada
Whale Cove Airport,YXN,YXN,Whale Cove,Canada
Pangnirtung Airport,YXP,YXP,Pangnirtung,Canada
Earlton (Timiskaming Regional) Airport,YXR,YXR,Earlton,Canada
Prince George Airport,YXS,YXS,Prince George,Canada
Northwest Regional Airport Terrace Kitimat,YXT,YXT,Terrace,Canada
London Airport,YXU,YXU,London,Canada
Abbotsford Airport,YXX,YXX,Abbotsford,Canada
Whitehorse / Erik Nielsen International Airport,YXY,YXY,Whitehorse,Canada
Wawa Airport,YXZ,YXZ,Wawa,Canada
North Bay Jack Garland Airport,YYB,YYB,North Bay,Canada
Calgary International Airport,YYC,YYC,Calgary,Canada
Smithers Airport,YYD,YYD,Smithers,Canada
Fort Nelson Airport,YYE,YYE,Fort Nelson,Canada
Penticton Airport,YYF,YYF,Penticton,Canada
Charlottetown Airport,YYG,YYG,Charlottetown,Canada
Taloyoak Airport,YYH,YYH,Taloyoak,Canada
Victoria Harbour Seaplane Base,YWH,YYJ,Victoria,Canada
Victoria International Airport,YYJ,YYJ,Victoria,Canada
Lynn Lake Airport,YYL,YYL,Lynn Lake,Canada
Swift Current Airport,YYN,YYN,Swift Current,Canada
Churchill Airport,YYQ,YYQ,Churchill,Canada
Goose Bay Airport,YYR,YYR,Goose Bay,Canada
St. Johns International Airport,YYT,YYT,St Johns,Canada
Kapuskasing Airport,YYU,YYU,Kapuskasing,Canada
Mont Joli Airport,YYY,YYY,Mont Joli,Canada
Gore Bay Manitoulin Airport,YZE,YZE,Gore Bay,Canada
Yellowknife Airport,YZF,YZF,Yellowknife,Canada
Salluit Airport,YZG,YZG,Salluit,Canada
Sandspit Airport,YZP,YZP,Sandspit,Canada
Chris Hadfield Airport,YZR,YZR,Sarnia,Canada
Coral Harbour Airport,YZS,YZS,Coral Harbour,Canada
Port Hardy Airport,YZT,YZT,Port Hardy,Canada
Sept iles Airport,YZV,YZV,Sept Iles,Canada
Zadar Airport,ZAD,ZAD,Zadar,Croatia
Zagreb Airport,ZAG,ZAG,Zagreb,Croatia
Zahedan International Airport,ZAH,ZAH,Zahedan,Iran
Zaranj Airport,ZAJ,ZAJ,Zaranj,Afghanistan
Pichoy Airport,ZAL,ZAL,Valdivia,Chile
Zamboanga International Airport,ZAM,ZAM,Zamboanga,Philippines
Nuremberg Railway Station,ZAQ,ZAQ,Nurnberg,Germany
Zaria Airport,ZAR,ZAR,Zaria,Nigeria
Zaragoza Air Base,ZAZ,ZAZ,Zaragoza,Spain
Bathurst Airport,ZBF,ZBF,Bathurst,Canada
Konarak Airport,ZBR,ZBR,Chah Bahar,Iran
Sayaboury Airport,ZBY,ZBY,Sayaboury,Lao People's Democratic Republic
General Leobardo C. Ruiz International Airport,ZCL,ZCL,Zacatecas,Mexico
La Araucania Airport,ZCO,ZCO,Temuco,Chile
Fond Du Lac Airport,ZFD,ZFD,Fond Du Lac,Canada
Fort Mcpherson Airport,ZFM,ZFM,Fort Mcpherson,Canada
Tulita Airport,ZFN,ZFN,Fort Norman,Canada
Zagreb Bus Station,ZGC,ZGC,Zagreb,Croatia
Glasgow Central Station,ZGG,ZGG,Glasgow,United Kingdom
Gods River Airport,ZGI,ZGI,Gods River,Canada
La Romaine Airport,ZGS,ZGS,Gethsemani,Canada
Zhanjiang Airport,ZHA,ZHA,Zhanjiang,China
Zhukovsky International Airport,ZIA,ZIA,Trento,Italy
Ziguinchor Airport,ZIG,ZIG,Ziguinchor,Senegal
Ixtapa Zihuatanejo International Airport,ZIH,ZIH,Ixtapa,Mexico
Jenpeg Airport,ZJG,ZJG,Jenpeg,Canada
Kasaba Bay Airport,ZKB,ZKB,Kasaba Bay,Zambia
Kashechewan Airport,ZKE,ZKE,Kaschechewan,Canada
Kegaska Airport,ZKG,ZKG,Kegaska,Canada
Sette Cama,ZKM,ZKM,Sette Cama,Gabon
Playa De Oro International Airport,ZLO,ZLO,Manzanillo,Mexico
La Tabatiere Airport,ZLT,ZLT,La Tabatiere,Canada
Leeds Bus Station,ZLZ,ZLZ,Leeds,United Kingdom
Zamora Airport,ZMM,ZMM,Zamora,Mexico
Masset Airport,ZMT,ZMT,Masset,Canada
Zinder Airport,ZND,ZND,Zinder,Niger
Newman Airport,ZNE,ZNE,Newman,Australia
Abeid Amani Karume International Airport,ZNZ,ZNZ,Zanzibar,Tanzania
Canal Bajo Carlos  Hott Siebert Airport,ZOS,ZOS,Osorno,Chile
